X , H2, CH4, CO, CO2 
2.412000001,4420.36387002,7165.66810557,8461.50507377,9846.05076993
2.424000001,4403.77734137,7111.3824825,8387.96563081,9751.81652647
2.436000001,4386.91075033,7056.30284745,8313.37689729,9656.26107063
2.448000001,4369.7640974,7000.42923395,8237.7389251,9559.3845324
2.460000001,4352.33738311,6943.76167604,8161.05176686,9461.1870436
2.472000001,4334.63060798,6886.3002082,8083.31547593,9361.66873783
2.484000001,4316.64377254,6828.04486544,8004.53010641,9260.8297505
2.496000001,4298.37687734,6768.99568321,7924.6957131,9158.67021879
2.508000001,4279.82992293,6709.15269749,7843.81235156,9055.1902817
2.520000001,4261.00290988,6648.5159447,7761.88007807,8950.39008002
2.532000001,4241.89583874,6587.08546177,7678.89894963,8844.26975635
2.544000001,4222.50871009,6524.86128611,7594.86902398,8736.82945505
2.556000001,4202.84152453,6461.8434556,7509.79035959,8628.06932232
2.568000001,4182.89428265,6398.03200861,7423.66301564,8517.98950612
2.580000001,4162.66698503,6333.426984,7336.48705208,8406.59015623
2.592000001,4142.15963232,6268.02842111,7248.26252956,8293.8714242
2.604000001,4121.37222511,6201.83635976,7158.98950945,8179.83346341
2.616000001,4100.30476403,6134.85084025,7068.66805388,8064.476429
2.628000001,4078.95724973,6067.07190338,6977.29822569,7947.80047793
2.640000001,4057.32968285,5998.49959041,6884.88008845,7829.80576894
2.652000001,4035.42206404,5929.13394309,6791.41370648,7710.49246257
2.664000001,4013.23439395,5858.97500367,6696.89914479,7589.86072114
2.676000001,3990.76667328,5788.02281486,6601.33646915,7467.9107088
2.688000001,3968.01890268,5716.27741987,6504.72574606,7344.64259145
2.700000001,3944.99108285,5643.73886239,6407.06704273,7220.05653682
2.712000001,3921.68321449,5570.40718657,6308.36042712,7094.1527144
2.724000001,3898.09529829,5496.28243708,6208.6059679,6966.9312955
2.736000001,3874.22733498,5421.36465905,6107.80373448,6838.3924532
2.748000001,3850.07932526,5345.6538981,6005.953797,6708.5363624
2.760000001,3825.65126988,5269.15020033,5903.05622632,6577.36319977
2.772000001,3800.94316957,5191.85361231,5799.11109404,6444.87314378
2.784000001,3775.95502507,5113.76418113,5694.11847248,6311.06637469
2.796000001,3750.68683714,5034.88195432,5588.07843469,6175.94307455
2.808000001,3725.13860654,4955.20697992,5480.99105446,6039.5034272
2.820000001,3699.31033405,4874.73930644,5372.8564063,5901.74761828
2.832000001,3673.20202044,4793.47898289,5263.67456544,5762.67583522
2.844000001,3646.81366651,4711.42605873,5153.44560785,5622.28826722
2.856000001,3620.14527305,4628.58058393,5042.16961023,5480.58510529
2.868000001,3593.19684086,4544.94260895,4929.84665,5337.56654224
2.880000001,3565.96837076,4460.5121847,4816.47680532,5193.23277263
2.892000001,3538.45986358,4375.28936259,4702.06015506,5047.58399285
2.904000001,3510.67132013,4289.27419452,4586.59677884,4900.62040107
2.916000001,3482.60274127,4202.46673286,4470.08675699,4752.34219723
2.928000001,3454.25412785,4114.86703048,4352.53017058,4602.74958307
2.940000001,3425.62548071,4026.4751407,4233.92710141,4451.84276213
2.952000001,3396.71680072,3937.29111736,4114.27763199,4299.62193972
2.964000001,3367.52808875,3847.31501475,3993.58184559,4146.08732294
2.976000001,3338.05934569,3756.54688767,3871.83982616,3991.2391207
2.988000001,3308.31057243,3664.98679138,3749.05165843,3835.07754366
3.000000001,3278.28176986,3572.63478164,3625.21742783,3677.6028043
3.012000001,3308.31057243,3664.98679138,3749.05165843,3835.07754366
3.024000001,3338.05934569,3756.54688767,3871.83982616,3991.2391207
3.036000001,3367.52808875,3847.31501475,3993.58184559,4146.08732294
3.048000001,3396.71680072,3937.29111736,4114.27763199,4299.62193972
3.060000001,3425.62548071,4026.4751407,4233.92710141,4451.84276213
3.072000001,3454.25412785,4114.86703048,4352.53017058,4602.74958307
3.084000001,3482.60274128,4202.46673286,4470.08675699,4752.34219723
3.096000001,3510.67132013,4289.27419452,4586.59677884,4900.62040107
3.108000001,3538.45986358,4375.28936259,4702.06015506,5047.58399285
3.120000001,3565.96837076,4460.5121847,4816.47680532,5193.23277263
3.132000001,3593.19684086,4544.94260895,4929.84665,5337.56654224
3.144000001,3620.14527305,4628.58058393,5042.16961023,5480.58510529
3.156000001,3646.81366651,4711.42605873,5153.44560785,5622.28826722
3.168000001,3673.20202044,4793.47898289,5263.67456544,5762.67583522
3.180000001,3699.31033405,4874.73930644,5372.8564063,5901.74761828
3.192000001,3725.13860654,4955.20697992,5480.99105446,6039.5034272
3.204000001,3750.68683714,5034.88195432,5588.07843469,6175.94307455
3.216000001,3775.95502507,5113.76418113,5694.11847248,6311.06637469
3.228000001,3800.94316957,5191.85361231,5799.11109404,6444.87314378
3.240000001,3825.65126988,5269.15020033,5903.05622632,6577.36319977
3.252000001,3850.07932526,5345.6538981,6005.953797,6708.5363624
3.264000001,3874.22733498,5421.36465905,6107.80373448,6838.3924532
3.276000001,3898.09529829,5496.28243708,6208.6059679,6966.9312955
3.288000001,3921.68321449,5570.40718657,6308.36042712,7094.1527144
3.300000001,3944.99108285,5643.73886239,6407.06704274,7220.05653682
3.312000001,3968.01890268,5716.27741987,6504.72574606,7344.64259145
3.324000001,3990.76667328,5788.02281486,6601.33646915,7467.9107088
3.336000001,4013.23439395,5858.97500367,6696.89914479,7589.86072114
3.348000001,4035.42206403,5929.13394309,6791.41370648,7710.49246257
3.360000001,4057.32968285,5998.49959041,6884.88008846,7829.80576894
3.372000001,4078.95724973,6067.07190338,6977.29822569,7947.80047793
3.384000001,4100.30476403,6134.85084025,7068.66805388,8064.476429
3.396000001,4121.37222511,6201.83635976,7158.98950945,8179.83346341
3.408000001,4142.15963232,6268.02842111,7248.26252956,8293.8714242
3.420000001,4162.66698504,6333.426984,7336.48705208,8406.59015623
3.432000001,4182.89428265,6398.03200861,7423.66301565,8517.98950612
3.444000001,4202.84152453,6461.8434556,7509.79035959,8628.06932232
3.456000001,4222.50871009,6524.86128611,7594.86902398,8736.82945505
3.468000001,4241.89583874,6587.08546177,7678.89894963,8844.26975635
3.480000001,4261.00290988,6648.5159447,7761.88007807,8950.39008002
3.492000001,4279.82992293,6709.15269749,7843.81235156,9055.1902817
