X , H2, CH4, CO, CO2 
3.348000001,8199341.29463,-57136.0566868,-30734.9117218,-503.041074723
3.360000001,8143915.64413,-55755.1116207,-29075.3313522,1431.17643231
3.372000001,8088489.25582,-54376.2479275,-27418.5012265,3361.94657559
3.384000001,8079397.47296,-54480.8100701,-27721.6578545,2835.63023026
3.396000001,8023969.61205,-53106.1005634,-26070.3169065,4759.51982327
3.408000001,7968541.01638,-51733.4638476,-24421.7148625,6679.97626687
3.420000001,7913111.68696,-50362.8970398,-22775.8479131,8597.00433621
3.432000001,7857681.62482,-48994.3972458,-21132.7122339,10510.6088249
3.444000001,7802250.83098,-47627.9615601,-19492.3039859,12420.7945451
3.456000001,7746819.30648,-46263.5870664,-17854.6193154,14327.5663273
3.468000001,7691387.05237,-44901.2708371,-16219.6543541,16230.9290205
3.480000001,7635954.06967,-43541.0099334,-14587.4052188,18130.8874919
3.492000001,7580520.35944,-42182.8014057,-12957.868012,20027.4466272
3.504000001,7525085.92273,-40826.6422931,-11331.0388212,21920.6113304
3.516000001,7469650.76058,-39472.5296237,-9706.91371957,23810.3865238
3.528000001,7414214.87406,-38120.4604146,-8085.48876562,25696.777148
3.540000001,7358778.26423,-36770.4316719,-6466.76000331,27579.7881617
3.552000001,7303340.93215,-35422.4403908,-4850.72346204,29459.4245419
3.564000001,7943889.75708,-56327.2813739,-32638.5457534,-5518.24917918
3.576000001,7888450.98372,-54983.355957,-31027.8816845,-3645.34706193
3.588000001,7833011.49133,-53641.4589211,-29419.8978379,-1775.80453798
3.600000001,7777571.28099,-52301.5872173,-27814.5901851,90.3834423061
3.612000001,7722130.35379,-50963.737786,-26211.9546832,1953.22194664
3.624000001,7666688.71082,-49627.9075566,-24611.9872748,3812.71606079
3.636000001,7611246.35317,-48294.0934476,-23014.6838882,5668.87088856
3.648000001,7555803.28192,-46962.2923667,-21420.0404374,7521.69155175
3.660000001,7500359.4982,-45632.5012108,-19828.0528219,9371.18319015
3.672000001,7444915.00309,-44304.7168658,-18238.716927,11217.3509615
3.684000001,7389469.79771,-42978.9362068,-16652.0286236,13060.2000414
3.696000001,7334023.88316,-41655.1560983,-15067.9837685,14899.7356234
3.708000001,7278577.26057,-40333.3733938,-13486.5782041,16735.9629189
3.720000001,7223129.93105,-39013.5849362,-11907.8077585,18568.8871571
3.732000001,7167681.89572,-37695.7875574,-10331.6682459,20398.5135851
3.744000001,7112233.15572,-36379.9780789,-8758.15546602,22224.8474677
3.756000001,7913554.16328,-62457.2244731,-43380.589693,-21319.8453316
3.768000001,7858104.01732,-61145.3812161,-41812.3177214,-19500.0806744
3.780000001,7802653.17008,-59835.516259,-40246.6597972,-17683.5926618
3.792000001,7747201.62271,-58527.6263805,-38683.6116636,-15870.3759581
3.804000001,7691749.37635,-57221.7083485,-37123.1690499,-14060.4252101
3.816000001,7636296.43215,-55917.7589201,-35565.3276714,-12253.7350469
3.828000001,7580842.79126,-54615.7748422,-34010.0832291,-10450.3000799
3.840000001,7525388.45485,-53315.7528507,-32457.4314104,-8650.11490327
3.852000001,7469933.42407,-52017.6896712,-30907.3678883,-6853.17409338
3.864000001,7414477.70009,-50721.5820186,-29359.8883221,-5059.47220924
3.876000001,7359021.28408,-49427.4265973,-27814.9883572,-3269.00379236
3.888000001,7303564.1772,-48135.2201012,-26272.663625,-1481.76336683
3.900000001,7248106.38064,-46844.9592137,-24732.909743,302.254560673
3.912000001,7192647.89557,-45556.6406076,-23195.7223149,2083.05550083
3.924000001,7137188.72317,-44270.2609454,-21661.0969305,3860.64498167
3.936000001,7081728.86464,-42985.8168789,-20129.0291659,5635.02854853
3.948000001,7924412.33674,-70417.0948832,-56540.6272351,-40152.3372964
3.960000001,7868951.10951,-69136.5119225,-55013.6613829,-38384.3488523
3.972000001,7813489.19972,-67857.854451,-53489.2397959,-36619.5495826
3.984000001,7758026.60858,-66581.1190789,-51967.3579951,-34857.933873
3.996000001,7702563.3373,-65306.3024062,-50448.0114879,-33099.4960921
4.008000001,7647099.38707,-64033.4010226,-48931.1957679,-31344.2305911
4.020000001,7591634.75912,-62762.4115073,-47416.9063151,-29592.1317045
4.032000001,7536169.45466,-61493.3304293,-45905.1385959,-27843.1937495
4.044000001,7480703.4749,-60226.1543474,-44395.8880631,-26097.4110262
4.056000001,7425236.82109,-58960.8798099,-42889.150156,-24354.777818
4.068000001,7369769.49443,-57697.503355,-41384.9203003,-22615.2883909
4.080000001,7314301.49616,-56436.0215108,-39883.193908,-20878.9369943
4.092000001,7258832.82752,-55176.4307949,-38383.9663779,-19145.7178605
4.104000001,7203363.48974,-53918.7277148,-36887.2330952,-17415.6252049
4.116000001,7147893.48407,-52662.908768,-35392.9894317,-15688.6532262
4.128000001,8002724.37925,-80511.438942,-72355.9280444,-62167.1108224
4.140000001,7947253.04153,-79259.3777131,-70866.6496808,-60446.362726
4.152000001,7891781.03966,-78009.1900486,-69379.8469711,-58728.7178014
4.164000001,7836308.37489,-76760.8724054,-67895.5152336,-57014.1701802
4.176000001,7780835.0485,-75514.4212303,-66413.6497731,-55302.7139772
4.188000001,7725361.06174,-74269.83296,-64934.2458814,-53594.3432905
4.200000001,7669886.41587,-73027.1040211,-63457.2988367,-51889.0522017
4.212000001,7614411.11217,-71786.2308302,-61982.8039041,-50186.8347755
4.224000001,7558935.15191,-70547.2097941,-60510.7563355,-48487.6850605
4.236000001,7503458.53637,-69310.0373093,-59041.1513696,-46791.5970882
4.248000001,7447981.26684,-68074.7097626,-57573.9842318,-45098.5648741
4.260000001,7392503.34458,-66841.2235306,-56109.2501345,-43408.582417
4.272000001,7337024.7709,-65609.5749802,-54646.9442771,-41721.6436992
4.284000001,7281545.54707,-64379.7604683,-53187.0618455,-40037.7426868
4.296000001,7226065.67441,-63151.7763419,-51729.598013,-38356.8733292
4.308000001,7170585.15421,-61925.6189382,-50274.5479396,-36679.0295598
4.320000001,8030363.69618,-89962.2655791,-87486.0562381,-83469.063024
4.332000001,7974881.8848,-88739.7505928,-86035.819111,-81797.2521654
4.344000001,7919399.42979,-87519.0512816,-84587.9811452,-80128.448597
4.356000001,7863916.33246,-86300.1639433,-83142.5374489,-78462.6461869
4.368000001,7808432.59414,-85083.0848662,-81699.4831173,-76799.8387872
4.380000001,7752948.21613,-83867.8103286,-80258.8132327,-75140.0202338
4.392000001,7697463.19977,-82654.336599,-78820.5228648,-73483.1843464
4.404000001,7641977.54638,-81442.6599365,-77384.6070702,-71829.3249287
4.416000001,7586491.25728,-80232.7765902,-75951.0608927,-70178.4357683
4.428000001,7531004.33382,-79024.6827998,-74519.8793636,-68530.510637
4.440000001,7475516.77732,-77818.3747951,-73091.0575012,-66885.5432903
4.452000001,7420028.58914,-76613.8487964,-71664.5903111,-65243.5274679
4.464000001,7364539.7706,-75411.1010146,-70240.4727863,-63604.4568936
4.476000001,7309050.32306,-74210.1276505,-68818.699907,-61968.3252754
4.488000001,7253560.24787,-73010.9248959,-67399.266641,-60335.1263053
4.500000001,7198069.54638,-71813.4889326,-65982.1679432,-58704.8536596
4.512000001,8060969.0129,-99978.8981768,-103363.818076,-105708.155591
4.524000001,8005477.06288,-98784.9843041,-101951.373329,-104083.71656
4.536000001,7949984.49065,-97592.8257118,-100541.247941,-102462.184787
4.548000001,7894491.29757,-96402.4185438,-99133.4368151,-100843.553886
4.560000001,7838997.485,-95213.7589347,-97727.9348446,-99227.8174555
4.572000001,7783503.05433,-94026.8430097,-96324.7369094,-97614.9690765
4.584000001,7728008.00693,-92841.6668844,-94923.8378768,-96005.0023159
4.596000001,7672512.34418,-91658.2266653,-93525.2326019,-94397.9107247
4.608000001,7617016.06746,-90476.5184494,-92128.9159276,-92793.6878385
4.620000001,7561519.17816,-89296.5383244,-90734.8826843,-91192.3271773
4.632000001,7506021.67767,-88118.2823687,-89343.12769,-89593.8222457
4.644000001,7450523.56738,-86941.7466512,-87953.6457506,-87998.166533
4.656000001,7395024.84869,-85766.9272319,-86566.4316597,-86405.353513
4.668000001,7339525.52301,-84593.8201612,-85181.4801986,-84815.3766443
4.680000001,7284025.59172,-83422.4214805,-83798.7861364,-83228.2293701
4.692000001,8149528.91747,-111697.349666,-121325.150284,-130412.926616
4.704000001,8094027.77922,-110529.355852,-119946.955279,-128831.418799
4.716000001,8038526.0396,-109363.058498,-118571.001907,-127252.720816
4.728000001,7983023.70003,-108198.453606,-117197.284889,-125676.826048
4.740000001,7927520.76193,-107035.537173,-115825.798934,-124103.727863
4.752000001,7872017.22672,-105874.305186,-114456.538738,-122533.419612
4.764000001,7816513.09583,-104714.753621,-113089.498986,-120965.894634
4.776000001,7761008.37068,-103556.878446,-111724.674351,-119401.14625
4.788000001,7705503.05271,-102400.675622,-110362.059492,-117839.167768
