Dose,DOS C/mm2,DOSe/cm2,H2,CH4,H2O,CO,C2H6,CO2
0.014279,1.43E-05,8.60E+15,0.1214,0.0039454,0.056912,0.020393,0.0033394,0.019106
0.014355,1.44E-05,8.65E+15,0.1219,0.0041278,0.056936,0.021521,0.003064,0.018322
0.014432,1.44E-05,8.69E+15,0.12117,0.0038786,0.057524,0.020522,0.0032205,0.018442
0.014506,1.45E-05,8.74E+15,0.12041,0.0040938,0.056821,0.020907,0.0030606,0.018593
0.014579,1.46E-05,8.78E+15,0.12157,0.0039361,0.055821,0.021263,0.0030591,0.018631
0.014657,1.47E-05,8.83E+15,0.122,0.0038752,0.056781,0.02111,0.0031719,0.018252
0.014739,1.47E-05,8.88E+15,0.1214,0.0040875,0.056071,0.021043,0.0033058,0.018149
0.014815,1.48E-05,8.92E+15,0.12036,0.0039158,0.05723,0.020941,0.0032181,0.018238
0.014891,1.49E-05,8.97E+15,0.12137,0.0039337,0.056659,0.020698,0.0029728,0.018318
0.014969,1.50E-05,9.02E+15,0.1205,0.0039613,0.056438,0.021056,0.0031186,0.017917
0.015045,1.50E-05,9.06E+15,0.12027,0.0038208,0.056687,0.020584,0.0031082,0.017692
0.015121,1.51E-05,9.11E+15,0.12043,0.0040246,0.055788,0.021117,0.0029835,0.01759
0.015196,1.52E-05,9.15E+15,0.11934,0.0039221,0.056369,0.020623,0.0029138,0.017749
0.015272,1.53E-05,9.20E+15,0.11936,0.0040725,0.056586,0.020584,0.0030844,0.017932
0.015347,1.53E-05,9.25E+15,0.11998,0.003836,0.057116,0.02032,0.0031166,0.017934
0.015427,1.54E-05,9.29E+15,0.11943,0.0038965,0.056197,0.020188,0.003067,0.01821
0.015511,1.55E-05,9.34E+15,0.1196,0.0038315,0.056044,0.020345,0.0029585,0.018409
0.01559,1.56E-05,9.39E+15,0.12074,0.0039369,0.055629,0.019874,0.0031272,0.018042
0.015663,1.57E-05,9.44E+15,0.11959,0.0038939,0.056181,0.020849,0.0030607,0.017956
0.015735,1.57E-05,9.48E+15,0.11948,0.0037069,0.056151,0.020347,0.0030721,0.017669
0.015811,1.58E-05,9.52E+15,0.11788,0.0037265,0.056198,0.020763,0.0030081,0.017851
0.015886,1.59E-05,9.57E+15,0.11929,0.0038248,0.056236,0.020881,0.0027919,0.018178
0.015959,1.60E-05,9.61E+15,0.11961,0.0039336,0.05642,0.020417,0.0029062,0.01755
0.016035,1.60E-05,9.66E+15,0.11852,0.0037738,0.056181,0.020801,0.002902,0.017575
0.016112,1.61E-05,9.71E+15,0.11876,0.0038329,0.055658,0.021097,0.0028877,0.017392
0.016361,1.64E-05,9.86E+15,0.059959,0.0020528,0.0031798,0.0058794,0.0016306,0.010163
0.016448,1.64E-05,9.91E+15,0.062042,0.0023089,0.0062723,0.0060011,0.0019443,0.01118
0.016533,1.65E-05,9.96E+15,0.063371,0.0023115,0.0067648,0.0078689,0.0017115,0.011192
0.01661,1.66E-05,1.00E+16,0.064485,0.002476,0.0075163,0.0079068,0.0018315,0.010757
0.016693,1.67E-05,1.01E+16,0.066307,0.0026047,0.0083243,0.008436,0.0019475,0.011189
0.017693,1.77E-05,1.07E+16,0.06346,0.0020991,0.0066429,0.0067282,0.0017732,0.01022
0.018866,1.89E-05,1.14E+16,0.065808,0.0022909,0.0088759,0.0076275,0.0019127,0.010613
0.020047,2.00E-05,1.21E+16,0.066335,0.0023164,0.010296,0.0080405,0.0018902,0.010544
0.021271,2.13E-05,1.28E+16,0.066135,0.002312,0.011167,0.008285,0.0018797,0.010363
0.02238,2.24E-05,1.35E+16,0.065938,0.0023208,0.011689,0.008309,0.0018519,0.010188
0.023433,2.34E-05,1.41E+16,0.065148,0.0022914,0.012198,0.0084336,0.0018024,0.009885
0.024481,2.45E-05,1.47E+16,0.064877,0.0022732,0.012395,0.0083661,0.0017787,0.0097712
0.025605,2.56E-05,1.54E+16,0.064081,0.0021988,0.012653,0.0083514,0.001737,0.0095562
0.026711,2.67E-05,1.61E+16,0.063643,0.002218,0.012718,0.0082663,0.0016831,0.0092906
0.027743,2.77E-05,1.67E+16,0.062819,0.0021358,0.012796,0.0081536,0.0017087,0.0091326
0.028823,2.88E-05,1.74E+16,0.06189,0.002149,0.012908,0.008147,0.0016448,0.0089943
0.029882,2.99E-05,1.80E+16,0.061235,0.0020886,0.012932,0.0080201,0.0016345,0.0087761
0.030975,3.10E-05,1.87E+16,0.060616,0.0020789,0.012821,0.0079417,0.0015643,0.0086662
0.032022,3.20E-05,1.93E+16,0.06014,0.0020541,0.012697,0.0079031,0.0015608,0.0084549
0.033201,3.32E-05,2.00E+16,0.059253,0.0019917,0.012716,0.0078123,0.0015636,0.0083095
0.034227,3.42E-05,2.06E+16,0.058709,0.0019745,0.012682,0.0077408,0.0015093,0.0081346
0.035303,3.53E-05,2.13E+16,0.058117,0.0019554,0.012508,0.0075757,0.0014975,0.0080706
0.036366,3.64E-05,2.19E+16,0.057313,0.0019223,0.012476,0.0075301,0.0014443,0.0079542
0.0374,3.74E-05,2.25E+16,0.05661,0.0018697,0.012456,0.0073806,0.0014395,0.0078532
0.038443,3.84E-05,2.32E+16,0.055986,0.0018686,0.012356,0.0074327,0.0013949,0.0076755
0.0395,3.95E-05,2.38E+16,0.055409,0.0018473,0.012236,0.0073206,0.0013483,0.0075504
0.04056,4.06E-05,2.44E+16,0.054772,0.0018087,0.012145,0.0071408,0.0013876,0.007431
0.041659,4.17E-05,2.51E+16,0.054222,0.0017945,0.012053,0.0070374,0.0013384,0.0072897
0.042746,4.27E-05,2.58E+16,0.053776,0.0017477,0.011819,0.0070929,0.0013137,0.0071497
0.043842,4.38E-05,2.64E+16,0.053115,0.0017329,0.011827,0.0070381,0.001262,0.0070916
0.0449,4.49E-05,2.70E+16,0.052719,0.0017009,0.011638,0.0068572,0.001285,0.0069553
0.045997,4.60E-05,2.77E+16,0.051918,0.0016601,0.01162,0.0067785,0.0012435,0.0068985
0.0471,4.71E-05,2.84E+16,0.051475,0.0016374,0.011328,0.0066825,0.0012479,0.0068321
0.048124,4.81E-05,2.90E+16,0.05093,0.0016347,0.011333,0.0066003,0.0012145,0.0067114
0.04918,4.92E-05,2.96E+16,0.050445,0.0016009,0.011147,0.0065483,0.0012098,0.0066077
0.050219,5.02E-05,3.03E+16,0.049878,0.001574,0.011116,0.0065064,0.0011845,0.0065033
0.051295,5.13E-05,3.09E+16,0.049414,0.0015511,0.010975,0.0064304,0.001167,0.0064498
0.052359,5.24E-05,3.15E+16,0.048976,0.0015444,0.010906,0.0063989,0.001115,0.0063528
0.053459,5.35E-05,3.22E+16,0.048586,0.0015226,0.010605,0.0063161,0.001128,0.0062993
0.054587,5.46E-05,3.29E+16,0.04795,0.0015081,0.010514,0.006246,0.001114,0.0061674
0.055695,5.57E-05,3.36E+16,0.04737,0.0014802,0.010508,0.0061129,0.0011064,0.0060826
0.056768,5.68E-05,3.42E+16,0.047075,0.0014565,0.010315,0.0060456,0.0010937,0.0060608
0.057868,5.79E-05,3.49E+16,0.046439,0.0014289,0.01022,0.0060066,0.0010619,0.0060179
0.059005,5.90E-05,3.55E+16,0.046093,0.0014047,0.010082,0.0058883,0.0010704,0.0059358
0.06013,6.01E-05,3.62E+16,0.045598,0.0013886,0.0098193,0.0058915,0.0010402,0.0058572
0.061184,6.12E-05,3.69E+16,0.045186,0.0013704,0.0097301,0.0058566,0.0010112,0.0057595
0.062264,6.23E-05,3.75E+16,0.044934,0.0013758,0.0096825,0.0057338,0.00098633,0.0056437
0.063343,6.33E-05,3.82E+16,0.044416,0.001348,0.0095727,0.0057045,0.00099421,0.0056342
0.064418,6.44E-05,3.88E+16,0.044155,0.0013303,0.009409,0.005671,0.00096438,0.0055514
0.065457,6.55E-05,3.94E+16,0.043651,0.0013222,0.0093718,0.0055228,0.00095131,0.0055353
0.066503,6.65E-05,4.01E+16,0.043299,0.0013015,0.0092513,0.005526,0.00093742,0.0054444
0.067559,6.76E-05,4.07E+16,0.042805,0.0012729,0.0091376,0.0054199,0.00094537,0.0054365
0.068624,6.86E-05,4.13E+16,0.042432,0.0012702,0.008977,0.0054141,0.00092907,0.0053413
0.069682,6.97E-05,4.20E+16,0.042018,0.0012424,0.0088834,0.0053882,0.00092589,0.0052985
0.070788,7.08E-05,4.26E+16,0.041488,0.0012333,0.0087834,0.0053255,0.00091904,0.0052434
0.071883,7.19E-05,4.33E+16,0.041296,0.0012184,0.0086847,0.0052521,0.00089955,0.0051982
0.073021,7.30E-05,4.40E+16,0.040958,0.0012175,0.0085387,0.0052407,0.00086557,0.0051296
0.07409,7.41E-05,4.46E+16,0.040658,0.0011754,0.0083425,0.0051271,0.00089701,0.0051133
0.075218,7.52E-05,4.53E+16,0.040187,0.001181,0.0083285,0.0050931,0.00085514,0.0049949
0.076307,7.63E-05,4.60E+16,0.039775,0.0011537,0.008213,0.0050937,0.00084604,0.0049448
0.07743,7.74E-05,4.66E+16,0.039406,0.0011473,0.0080881,0.0050046,0.00084042,0.0049143
0.078496,7.85E-05,4.73E+16,0.039226,0.0011477,0.0079684,0.0049267,0.00083381,0.0048506
0.07956,7.96E-05,4.79E+16,0.038984,0.0011336,0.0078136,0.004909,0.00082241,0.0047871
0.080628,8.06E-05,4.86E+16,0.038557,0.001106,0.0077532,0.0048276,0.00079981,0.0047586
0.081794,8.18E-05,4.93E+16,0.038131,0.0010755,0.0076862,0.0047493,0.00081873,0.0047478
0.082979,8.30E-05,5.00E+16,0.037665,0.0010791,0.0075297,0.0047561,0.00079026,0.0046803
0.084168,8.42E-05,5.07E+16,0.0374,0.0010905,0.007422,0.0046335,0.00079197,0.0046896
0.085358,8.54E-05,5.14E+16,0.037255,0.0010664,0.0072462,0.0046552,0.00078275,0.0045569
0.086467,8.65E-05,5.21E+16,0.03684,0.0010367,0.0072947,0.0045997,0.00074976,0.004579
0.087552,8.76E-05,5.27E+16,0.036689,0.0010431,0.0069996,0.0045961,0.00076722,0.0044669
0.088623,8.86E-05,5.34E+16,0.036643,0.0010372,0.0069428,0.0044684,0.00075468,0.0044076
0.089722,8.97E-05,5.40E+16,0.03607,0.0010427,0.0068464,0.0044808,0.0007291,0.0044106
0.090843,9.08E-05,5.47E+16,0.035708,0.00099981,0.0067663,0.0044497,0.00074488,0.0043702
0.091925,9.19E-05,5.54E+16,0.035585,0.0010108,0.0066945,0.0043445,0.00071527,0.0042947
0.093002,9.30E-05,5.60E+16,0.035198,0.00099928,0.0066231,0.0043192,0.00069642,0.004236
0.094147,9.41E-05,5.67E+16,0.035054,0.00096895,0.0064442,0.0042496,0.00071771,0.0042801
0.095293,9.53E-05,5.74E+16,0.03459,0.00096295,0.0063479,0.0042442,0.00069922,0.0042233
0.096519,9.65E-05,5.81E+16,0.03424,0.00094542,0.0062513,0.0042162,0.00068064,0.0041707
0.097688,9.77E-05,5.88E+16,0.033963,0.00092285,0.0062251,0.0041052,0.00067686,0.0041582
0.098836,9.88E-05,5.95E+16,0.033679,0.00094191,0.006089,0.0041026,0.00068294,0.0040982
0.099997,1.00E-04,6.02E+16,0.033584,0.00091142,0.0059048,0.0040502,0.00066552,0.0040955
0.10119,1.01E-04,6.10E+16,0.033156,0.00091403,0.0060022,0.0040018,0.00066849,0.0040395
0.10237,1.02E-04,6.17E+16,0.03298,0.00090916,0.0056993,0.0039894,0.00065951,0.0039631
0.10353,1.04E-04,6.24E+16,0.032708,0.00088687,0.0057181,0.0039681,0.00063349,0.0039221
0.10465,1.05E-04,6.30E+16,0.032452,0.00088102,0.0055793,0.0039068,0.00066104,0.0039125
0.10574,1.06E-04,6.37E+16,0.032238,0.00088966,0.0055175,0.00392,0.00062694,0.0038208
0.10683,1.07E-04,6.44E+16,0.032052,0.00085431,0.0054451,0.0038244,0.00063069,0.0038183
0.10795,1.08E-04,6.50E+16,0.031658,0.00085943,0.0053597,0.0037742,0.00062638,0.0037893
0.10912,1.09E-04,6.57E+16,0.031424,0.00085264,0.0052413,0.0037315,0.00063305,0.0037777
0.11026,1.10E-04,6.64E+16,0.031039,0.00083151,0.0052191,0.0037774,0.00058637,0.003729
0.11138,1.11E-04,6.71E+16,0.03097,0.00083298,0.0050348,0.0036778,0.00059854,0.003696
0.1125,1.13E-04,6.78E+16,0.030733,0.00081942,0.0049532,0.0036843,0.00059922,0.0036402
0.11362,1.14E-04,6.84E+16,0.030331,0.00081057,0.0049577,0.0036231,0.00059978,0.0036184
0.11474,1.15E-04,6.91E+16,0.030284,0.00080685,0.0046977,0.0035863,0.00057717,0.0036095
0.11598,1.16E-04,6.99E+16,0.030013,0.00078296,0.0047145,0.0035295,0.000583,0.0036047
0.11727,1.17E-04,7.06E+16,0.029774,0.00078278,0.0045573,0.003483,0.00056514,0.0035628
0.11846,1.18E-04,7.14E+16,0.029468,0.00078032,0.0044417,0.0034478,0.00056922,0.003477
0.11962,1.20E-04,7.21E+16,0.029257,0.00077188,0.004375,0.0034579,0.00054313,0.0034894
0.12079,1.21E-04,7.28E+16,0.02893,0.00075403,0.0043061,0.0034288,0.00054923,0.0035078
0.12194,1.22E-04,7.35E+16,0.028716,0.00073919,0.0042799,0.0033429,0.00055821,0.0034213
0.12314,1.23E-04,7.42E+16,0.028627,0.00072733,0.0042151,0.0033514,0.00054272,0.0033591
0.12434,1.24E-04,7.49E+16,0.028372,0.00072913,0.0040933,0.0033108,0.00054109,0.0033366
0.12547,1.25E-04,7.56E+16,0.028252,0.00072081,0.0039462,0.0033332,0.00051726,0.0032966
0.1266,1.27E-04,7.63E+16,0.028119,0.00070799,0.0038226,0.0032272,0.00053543,0.0032721
0.12781,1.28E-04,7.70E+16,0.027764,0.00072008,0.0038469,0.0031599,0.00051537,0.0032848
0.13004,1.30E-04,7.83E+16,0.034867,0.001002,0.0027346,0.004187,0.0010473,0.0056664
0.13138,1.31E-04,7.91E+16,0.035124,0.00099322,0.0033878,0.0045045,0.00092813,0.0055235
0.13274,1.33E-04,8.00E+16,0.034717,0.00096521,0.0037324,0.0046388,0.00087836,0.0053289
0.13402,1.34E-04,8.07E+16,0.034447,0.00095532,0.0039852,0.0046836,0.00081137,0.005146
0.13538,1.35E-04,8.16E+16,0.03401,0.00092587,0.0041752,0.0046815,0.00079672,0.0049966
0.13665,1.37E-04,8.23E+16,0.03363,0.00090911,0.0043513,0.0046663,0.00075426,0.0048962
0.1379,1.38E-04,8.31E+16,0.033332,0.00089719,0.0044136,0.0046059,0.00074378,0.0048012
0.13914,1.39E-04,8.38E+16,0.033125,0.00089202,0.004539,0.004593,0.00070585,0.0046528
0.14038,1.40E-04,8.46E+16,0.03271,0.0008789,0.004574,0.0045497,0.00071993,0.0045546
0.14161,1.42E-04,8.53E+16,0.032562,0.00087985,0.0046489,0.0044921,0.00068515,0.0044876
0.14284,1.43E-04,8.60E+16,0.032185,0.00086829,0.0047216,0.0044752,0.00068459,0.0044059
0.14406,1.44E-04,8.68E+16,0.031994,0.00086806,0.0047739,0.0044028,0.0006693,0.0043305
0.14528,1.45E-04,8.75E+16,0.031805,0.00083606,0.004828,0.0044356,0.00064616,0.0042985
0.14649,1.46E-04,8.82E+16,0.031606,0.00083697,0.0048232,0.0043441,0.00064316,0.0042295
0.14771,1.48E-04,8.90E+16,0.031478,0.00082411,0.0048457,0.0042915,0.00064398,0.0041377
0.14892,1.49E-04,8.97E+16,0.031303,0.00082437,0.0049322,0.0042451,0.00064639,0.0040851
0.15012,1.50E-04,9.04E+16,0.031147,0.0008155,0.0048994,0.0041886,0.0006366,0.0040941
0.15133,1.51E-04,9.12E+16,0.030986,0.00083181,0.0048475,0.0041688,0.00062334,0.0040344
0.15253,1.53E-04,9.19E+16,0.030744,0.00079791,0.0049482,0.0040998,0.00062242,0.0040059
0.15373,1.54E-04,9.26E+16,0.030584,0.00079951,0.0049053,0.0040817,0.00062348,0.0039375
0.15493,1.55E-04,9.33E+16,0.030369,0.00080725,0.0049418,0.00413,0.00057193,0.0038582
0.15616,1.56E-04,9.41E+16,0.030203,0.00079568,0.0049249,0.0041021,0.00059102,0.0038428
0.15742,1.57E-04,9.48E+16,0.030045,0.00078889,0.0049357,0.0039814,0.00059108,0.0038308
0.15865,1.59E-04,9.56E+16,0.029708,0.00077337,0.0050154,0.0040133,0.00056303,0.0038027
0.1599,1.60E-04,9.63E+16,0.02952,0.00077529,0.0049794,0.003918,0.00055428,0.0037813
0.1611,1.61E-04,9.70E+16,0.029593,0.00077008,0.004858,0.0039314,0.00056121,0.0037209
0.16229,1.62E-04,9.78E+16,0.029229,0.0007635,0.004959,0.0039012,0.00055991,0.0037172
0.16348,1.63E-04,9.85E+16,0.029292,0.00077018,0.0048466,0.0038767,0.00054919,0.0036817
0.16467,1.65E-04,9.92E+16,0.029077,0.00075685,0.0048657,0.0038304,0.00054332,0.0036562
0.16593,1.66E-04,1.00E+17,0.028848,0.00074105,0.004928,0.0038219,0.0005463,0.00357
0.16721,1.67E-04,1.01E+17,0.028611,0.00074278,0.0049295,0.0038467,0.00052609,0.003571
0.16849,1.68E-04,1.02E+17,0.028527,0.0007388,0.0049291,0.0038033,0.0005228,0.0035323
0.16969,1.70E-04,1.02E+17,0.02844,0.00073416,0.0048788,0.003697,0.00052397,0.0035111
0.17095,1.71E-04,1.03E+17,0.028278,0.00072815,0.0048762,0.0036794,0.00052625,0.0035088
0.17223,1.72E-04,1.04E+17,0.02805,0.00072138,0.0048773,0.0037359,0.00050392,0.0034758
0.17358,1.74E-04,1.05E+17,0.02806,0.0007281,0.0048163,0.0037349,0.00050325,0.0033823
0.17492,1.75E-04,1.05E+17,0.027772,0.00070897,0.0048128,0.0036601,0.00050374,0.0033998
0.17626,1.76E-04,1.06E+17,0.027687,0.00070209,0.0047961,0.0036339,0.00049896,0.0033815
0.17759,1.78E-04,1.07E+17,0.027541,0.00071513,0.0047304,0.0036055,0.00050567,0.0033531
0.17893,1.79E-04,1.08E+17,0.027338,0.00069222,0.0047524,0.0035934,0.00049302,0.0033252
0.18026,1.80E-04,1.09E+17,0.027019,0.00070553,0.004788,0.0035416,0.0004988,0.0033052
0.18159,1.82E-04,1.09E+17,0.027095,0.00068372,0.0046308,0.0034833,0.0004975,0.0033255
0.18293,1.83E-04,1.10E+17,0.026787,0.0006762,0.0047296,0.0035566,0.0004805,0.0033074
0.18426,1.84E-04,1.11E+17,0.026844,0.00068232,0.0047132,0.0034981,0.00047287,0.0032052
0.18564,1.86E-04,1.12E+17,0.026665,0.00067657,0.0045998,0.0034585,0.00046905,0.0032657
0.18705,1.87E-04,1.13E+17,0.026438,0.00067301,0.0046274,0.0034871,0.00047277,0.003168
0.18838,1.88E-04,1.13E+17,0.026253,0.00066326,0.0045654,0.003405,0.00047559,0.0031651
0.18998,1.90E-04,1.14E+17,0.026009,0.00064992,0.0046264,0.0033846,0.00047375,0.0031555
0.1914,1.91E-04,1.15E+17,0.026007,0.00065489,0.0045484,0.0033956,0.0004473,0.0031016
0.19262,1.93E-04,1.16E+17,0.025754,0.00064257,0.0045375,0.0033635,0.00048078,0.0030848
0.19384,1.94E-04,1.17E+17,0.025591,0.00063931,0.004584,0.003355,0.00047264,0.0030562
0.19506,1.95E-04,1.18E+17,0.025573,0.00064358,0.0044782,0.0032915,0.0004794,0.0030819
0.19628,1.96E-04,1.18E+17,0.025548,0.00063016,0.0044045,0.0032891,0.00048058,0.0030443
0.19749,1.97E-04,1.19E+17,0.025414,0.00063794,0.0044589,0.0032301,0.00045069,0.0030282
0.19876,1.99E-04,1.20E+17,0.025188,0.00063163,0.0043404,0.0033413,0.00046349,0.0029849
0.20013,2.00E-04,1.21E+17,0.025106,0.00063398,0.00441,0.0032419,0.00042773,0.0030031
0.20135,2.01E-04,1.21E+17,0.025069,0.00061705,0.0043409,0.0031936,0.00046873,0.0029806
0.20261,2.03E-04,1.22E+17,0.024862,0.00060977,0.0043298,0.0032031,0.00046351,0.0029555
0.20383,2.04E-04,1.23E+17,0.024817,0.00060778,0.0043364,0.003157,0.00046138,0.0029542
0.205,2.05E-04,1.23E+17,0.024723,0.00061848,0.0043158,0.0031,0.00045104,0.0029264
0.20617,2.06E-04,1.24E+17,0.024497,0.00061175,0.0042639,0.0031898,0.00043879,0.0029168
0.20734,2.07E-04,1.25E+17,0.024455,0.00060684,0.0042847,0.0031392,0.00045245,0.0028662
0.20851,2.09E-04,1.26E+17,0.02438,0.00059673,0.0042032,0.0031218,0.0004373,0.0029047
0.20968,2.10E-04,1.26E+17,0.024221,0.00059139,0.0042763,0.0031298,0.0004288,0.0028821
0.21085,2.11E-04,1.27E+17,0.024247,0.00059202,0.0041188,0.0030842,0.0004449,0.0028463
0.21202,2.12E-04,1.28E+17,0.024081,0.00056908,0.004181,0.0030412,0.00044277,0.0028661
0.21319,2.13E-04,1.28E+17,0.024018,0.00058104,0.0041079,0.0030542,0.00043359,0.0028482
0.2144,2.14E-04,1.29E+17,0.023889,0.00058619,0.004079,0.0030799,0.00041744,0.0028131
0.21566,2.16E-04,1.30E+17,0.023709,0.00058011,0.0041826,0.0029662,0.0004381,0.0028483
0.21688,2.17E-04,1.31E+17,0.02362,0.00058659,0.0040516,0.0030591,0.00041432,0.0027925
0.21804,2.18E-04,1.31E+17,0.023566,0.00058589,0.0041353,0.0029505,0.00042141,0.0027831
0.21921,2.19E-04,1.32E+17,0.02359,0.00058474,0.0040028,0.0029627,0.00042134,0.0027812
0.22038,2.20E-04,1.33E+17,0.023355,0.0005747,0.0041405,0.0029567,0.00041073,0.0027464
0.22154,2.22E-04,1.33E+17,0.023412,0.00057895,0.0040269,0.002892,0.00041957,0.0027232
0.22271,2.23E-04,1.34E+17,0.023183,0.00057126,0.0040259,0.0029233,0.00040576,0.0027341
0.22388,2.24E-04,1.35E+17,0.023142,0.00054851,0.0039561,0.002901,0.0004161,0.0026942
0.22504,2.25E-04,1.36E+17,0.02304,0.00057714,0.0039246,0.0029169,0.00040672,0.0026867
0.22621,2.26E-04,1.36E+17,0.022887,0.00056174,0.0039361,0.0029141,0.00040139,0.0026568
0.22738,2.27E-04,1.37E+17,0.022752,0.00055112,0.0039089,0.002834,0.00042014,0.0026592
0.22854,2.29E-04,1.38E+17,0.022767,0.00055858,0.0039217,0.002856,0.00040685,0.0026377
0.22971,2.30E-04,1.38E+17,0.022654,0.00055719,0.0037942,0.0028196,0.00040466,0.0026698
0.23087,2.31E-04,1.39E+17,0.022624,0.00054877,0.0038163,0.0028189,0.00039545,0.0026518
0.23204,2.32E-04,1.40E+17,0.022326,0.00054729,0.0038594,0.0028304,0.00040154,0.0026155
0.2332,2.33E-04,1.40E+17,0.022358,0.00054154,0.0037875,0.0028097,0.00039594,0.0026163
0.23437,2.34E-04,1.41E+17,0.022418,0.00052787,0.0037625,0.0027483,0.0003958,0.0026146
0.23553,2.36E-04,1.42E+17,0.022301,0.00054759,0.003734,0.0027894,0.00037904,0.0025878
0.2367,2.37E-04,1.43E+17,0.02211,0.0005346,0.0037117,0.0027918,0.00039078,0.0026021
0.23786,2.38E-04,1.43E+17,0.022169,0.00053907,0.0036196,0.0026953,0.00039218,0.0025723
0.23903,2.39E-04,1.44E+17,0.021919,0.00052929,0.0036834,0.0027546,0.00038665,0.0025643
0.24019,2.40E-04,1.45E+17,0.021883,0.00053207,0.003688,0.0027315,0.00037867,0.0024889
0.24136,2.41E-04,1.45E+17,0.021743,0.00052727,0.0036065,0.0026967,0.0003937,0.0025161
0.24252,2.43E-04,1.46E+17,0.021803,0.00051337,0.0035449,0.0026721,0.00038554,0.0025222
0.24368,2.44E-04,1.47E+17,0.021579,0.00052421,0.0034709,0.0026706,0.00039214,0.0025596
0.24485,2.45E-04,1.48E+17,0.021602,0.00050456,0.0035616,0.0026325,0.00038611,0.0024873
0.24601,2.46E-04,1.48E+17,0.021494,0.00050651,0.0036108,0.0026071,0.00038269,0.002502
0.24718,2.47E-04,1.49E+17,0.021439,0.00050618,0.0034654,0.0026611,0.00036815,0.0024902
0.24834,2.48E-04,1.50E+17,0.021413,0.00051341,0.0033976,0.0025779,0.00038448,0.0024837
0.2495,2.50E-04,1.50E+17,0.021296,0.00051478,0.0034248,0.0026003,0.0003735,0.0024527
0.25067,2.51E-04,1.51E+17,0.021118,0.00051358,0.0034328,0.0025813,0.00037976,0.0024058
0.25183,2.52E-04,1.52E+17,0.020975,0.00050468,0.0032758,0.0026013,0.00038752,0.0024316
0.25328,2.53E-04,1.53E+17,0.01734,0.00037316,0.00044473,0.0015884,0.00031222,0.0019224
0.25453,2.55E-04,1.53E+17,0.017841,0.00038956,0.00080275,0.0018337,0.00032353,0.002075
0.25582,2.56E-04,1.54E+17,0.01819,0.00040556,0.0010194,0.0019332,0.00030735,0.0021657
0.25704,2.57E-04,1.55E+17,0.018156,0.00040411,0.0012708,0.0019332,0.00033797,0.0022042
0.25833,2.58E-04,1.56E+17,0.018437,0.00042082,0.0013187,0.0019911,0.0003389,0.0022078
0.25954,2.60E-04,1.56E+17,0.018477,0.00042103,0.0014523,0.0020315,0.00032506,0.0022062
0.26073,2.61E-04,1.57E+17,0.018533,0.00042033,0.0015518,0.0020558,0.00033805,0.0022124
0.26193,2.62E-04,1.58E+17,0.018593,0.00043086,0.0015634,0.002061,0.00032523,0.0022307
0.26312,2.63E-04,1.59E+17,0.018508,0.00043556,0.0016551,0.0020886,0.00034173,0.0022419
0.26431,2.64E-04,1.59E+17,0.018472,0.00044208,0.0016766,0.0021607,0.00032654,0.0022041
0.2655,2.66E-04,1.60E+17,0.018597,0.000441,0.0017414,0.0020692,0.00032683,0.0022418
0.26669,2.67E-04,1.61E+17,0.018665,0.00042459,0.0018045,0.0021194,0.00033184,0.0022216
0.26787,2.68E-04,1.61E+17,0.018691,0.00042243,0.0019137,0.0020875,0.00032694,0.002189
0.26906,2.69E-04,1.62E+17,0.018692,0.00043689,0.0018751,0.0020943,0.00032403,0.0022402
0.27024,2.70E-04,1.63E+17,0.018665,0.00041803,0.0019083,0.0021037,0.00032539,0.0022282
0.27151,2.72E-04,1.64E+17,0.018614,0.00042729,0.0019129,0.0020815,0.00033088,0.0022254
0.2727,2.73E-04,1.64E+17,0.018566,0.00042571,0.001982,0.0021417,0.00030699,0.0021784
0.27388,2.74E-04,1.65E+17,0.0186,0.00043049,0.002003,0.002102,0.00030861,0.0022216
0.27506,2.75E-04,1.66E+17,0.01861,0.00042212,0.0020281,0.0021488,0.00033225,0.0021529
0.27624,2.76E-04,1.66E+17,0.018603,0.00043674,0.0021186,0.0021099,0.00031066,0.0021933
0.27742,2.77E-04,1.67E+17,0.01843,0.00041083,0.0021426,0.0021243,0.00033854,0.0021561
0.27868,2.79E-04,1.68E+17,0.018509,0.00042346,0.0020646,0.0021672,0.00032504,0.0021566
0.27986,2.80E-04,1.69E+17,0.018469,0.00044517,0.0020903,0.0021048,0.00032007,0.0021391
0.28104,2.81E-04,1.69E+17,0.018406,0.00043901,0.0021202,0.0020638,0.00032169,0.0021673
0.28222,2.82E-04,1.70E+17,0.018414,0.00041868,0.0021005,0.002139,0.00031141,0.0021978
0.28347,2.83E-04,1.71E+17,0.018345,0.00040528,0.0021171,0.0020759,0.00031634,0.0021973
0.28474,2.85E-04,1.72E+17,0.018317,0.00043867,0.0021743,0.002099,0.00032918,0.0021188
0.28593,2.86E-04,1.72E+17,0.01839,0.00043082,0.0021209,0.0020962,0.00031293,0.0021102
0.2871,2.87E-04,1.73E+17,0.018342,0.00042509,0.002175,0.0021323,0.00030978,0.0021102
0.28827,2.88E-04,1.74E+17,0.018294,0.00042608,0.0022358,0.0021118,0.00031442,0.0021151
0.28953,2.90E-04,1.74E+17,0.018345,0.00042176,0.0021109,0.0020975,0.00033106,0.0021063
0.29071,2.91E-04,1.75E+17,0.018279,0.00042244,0.0022144,0.0021163,0.00030241,0.0020647
